1	Then Job answered the LORD, and said,
Psalm 143:6	I stretch forth my hands to you: my soul thirsts after you, as a thirsty land. Selah.
Psalm 143:7	Hear me speedily, O LORD: my spirit fails: hide not your face from me, lest I be like to them that go down into the pit.
Psalm 143:8	Cause me to hear your loving kindness in the morning; for in you do I trust: cause me to know the way wherein I should walk; for I lift up my soul to you.
Psalm 143:9	Deliver me, O LORD, from my enemies: I flee to you to hide me.
Psalm 143:10	Teach me to do your will; for you are my God: your spirit is good; lead me into the land of uprightness.
Psalm 143:11	Quicken me, O LORD, for your name’s sake: for your righteousness’ sake bring my soul out of trouble.
Psalm 143:12	And of your mercy cut off my enemies, and destroy all them that afflict my soul: for I am your servant.
Psalm 144:1	Blessed be the LORD my strength which teaches my hands to war, and my fingers to fight:
Psalm 144:2	My goodness, and my fortress; my high tower, and my deliverer; my shield, and he in whom I trust; who subdues my people under me.
Psalm 144:3	LORD, what is man, that you take knowledge of him! or the son of man, that you make account of him!
Psalm 144:4	Man is like to vanity: his days are as a shadow that passes away.
Psalm 144:5	Bow your heavens, O LORD, and come down: touch the mountains, and they shall smoke.
Psalm 144:6	Cast forth lightning, and scatter them: shoot out your arrows, and destroy them.
Psalm 144:7	Send your hand from above; rid me, and deliver me out of great waters, from the hand of strange children;
Psalm 144:8	Whose mouth speaks vanity, and their right hand is a right hand of falsehood.
Psalm 144:9	I will sing a new song to you, O God: on a psaltery and an instrument of ten strings will I sing praises to you.
Psalm 144:10	It is he that gives salvation to kings: who delivers David his servant from the hurtful sword.
Psalm 144:11	Rid me, and deliver me from the hand of strange children, whose mouth speaks vanity, and their right hand is a right hand of falsehood:
Psalm 144:12	That our sons may be as plants grown up in their youth; that our daughters may be as corner stones, polished after the similitude of a palace:
Psalm 144:13	That our garners may be full, affording all manner of store: that our sheep may bring forth thousands and ten thousands in our streets:
Psalm 144:14	That our oxen may be strong to labor; that there be no breaking in, nor going out; that there be no complaining in our streets.
Psalm 144:15	Happy is that people, that is in such a case: yes, happy is that people, whose God is the LORD.
Psalm 145:1	I will extol you, my God, O king; and I will bless your name for ever and ever.
Psalm 145:2	Every day will I bless you; and I will praise your name for ever and ever.
Psalm 145:3	Great is the LORD, and greatly to be praised; and his greatness is unsearchable.
Psalm 145:4	One generation shall praise your works to another, and shall declare your mighty acts.
Psalm 145:5	I will speak of the glorious honor of your majesty, and of your wondrous works.
Psalm 145:6	And men shall speak of the might of your terrible acts: and I will declare your greatness.
Psalm 145:7	They shall abundantly utter the memory of your great goodness, and shall sing of your righteousness.
Psalm 145:8	The LORD is gracious, and full of compassion; slow to anger, and of great mercy.
Psalm 145:9	The LORD is good to all: and his tender mercies are over all his works.
Psalm 145:10	All your works shall praise you, O LORD; and your saints shall bless you.
Psalm 145:11	They shall speak of the glory of your kingdom, and talk of your power;
Psalm 145:12	To make known to the sons of men his mighty acts, and the glorious majesty of his kingdom.
Psalm 145:13	Your kingdom is an everlasting kingdom, and your dominion endures throughout all generations.
Psalm 145:14	The LORD upholds all that fall, and raises up all those that be bowed down.
Psalm 145:15	The eyes of all wait on you; and you give them their meat in due season.
Psalm 145:16	You open your hand, and satisfy the desire of every living thing.
Psalm 145:17	The LORD is righteous in all his ways, and holy in all his works.
Psalm 145:18	The LORD is near to all them that call on him, to all that call on him in truth.
Psalm 145:19	He will fulfill the desire of them that fear him: he also will hear their cry, and will save them.
Psalm 145:20	The LORD preserves all them that love him: but all the wicked will he destroy.
Psalm 145:21	My mouth shall speak the praise of the LORD: and let all flesh bless his holy name for ever and ever.
Psalm 146:1	Praise you the LORD. Praise the LORD, O my soul.
Psalm 146:2	While I live will I praise the LORD: I will sing praises to my God while I have any being.
Psalm 146:3	Put not your trust in princes, nor in the son of man, in whom there is no help.
Psalm 146:4	His breath goes forth, he returns to his earth; in that very day his thoughts perish.
Psalm 146:5	Happy is he that has the God of Jacob for his help, whose hope is in the LORD his God:
Psalm 146:6	Which made heaven, and earth, the sea, and all that therein is: which keeps truth for ever:
Psalm 146:7	Which executes judgment for the oppressed: which gives food to the hungry. The LORD looses the prisoners:
Psalm 146:8	The LORD opens the eyes of the blind: the LORD raises them that are bowed down: the LORD loves the righteous:
Psalm 146:9	The LORD preserves the strangers; he relieves the fatherless and widow: but the way of the wicked he turns upside down.
Psalm 146:10	The LORD shall reign for ever, even your God, O Zion, to all generations. Praise you the LORD.
Psalm 147:1	Praise you the LORD: for it is good to sing praises to our God; for it is pleasant; and praise is comely.
Psalm 147:2	The LORD does build up Jerusalem: he gathers together the outcasts of Israel.
Psalm 147:3	He heals the broken in heart, and binds up their wounds.
Psalm 147:4	He tells the number of the stars; he calls them all by their names.
Psalm 147:5	Great is our Lord, and of great power: his understanding is infinite.
Psalm 147:6	The LORD lifts up the meek: he casts the wicked down to the ground.
Psalm 147:7	Sing to the LORD with thanksgiving; sing praise on the harp to our God:
Psalm 147:8	Who covers the heaven with clouds, who prepares rain for the earth, who makes grass to grow on the mountains.
Psalm 147:9	He gives to the beast his food, and to the young ravens which cry.
Psalm 147:10	He delights not in the strength of the horse: he takes not pleasure in the legs of a man.
Psalm 147:11	The LORD takes pleasure in them that fear him, in those that hope in his mercy.
Psalm 147:12	Praise the LORD, O Jerusalem; praise your God, O Zion.
Psalm 147:13	For he has strengthened the bars of your gates; he has blessed your children within you.
Psalm 147:14	He makes peace in your borders, and fills you with the finest of the wheat.
Psalm 147:15	He sends forth his commandment on earth: his word runs very swiftly.
Psalm 147:16	He gives snow like wool: he scatters the hoarfrost like ashes.
Psalm 147:17	He casts forth his ice like morsels: who can stand before his cold?
Psalm 147:18	He sends out his word, and melts them: he causes his wind to blow, and the waters flow.
Psalm 147:19	He shows his word to Jacob, his statutes and his judgments to Israel.
Psalm 147:20	He has not dealt so with any nation: and as for his judgments, they have not known them. Praise you the LORD.
Psalm 148:1	Praise you the LORD. Praise you the LORD from the heavens: praise him in the heights.
Psalm 148:2	Praise you him, all his angels: praise you him, all his hosts.
Psalm 148:3	Praise you him, sun and moon: praise him, all you stars of light.
Psalm 148:4	Praise him, you heavens of heavens, and you waters that be above the heavens.
Psalm 148:5	Let them praise the name of the LORD: for he commanded, and they were created.
Psalm 148:6	He has also established them for ever and ever: he has made a decree which shall not pass.
Psalm 148:7	Praise the LORD from the earth, you dragons, and all deeps:
Psalm 148:8	Fire, and hail; snow, and vapors; stormy wind fulfilling his word:
Psalm 148:9	Mountains, and all hills; fruitful trees, and all cedars:
Psalm 148:10	Beasts, and all cattle; creeping things, and flying fowl:
Psalm 148:11	Kings of the earth, and all people; princes, and all judges of the earth:
Psalm 148:12	Both young men, and maidens; old men, and children:
Psalm 148:13	Let them praise the name of the LORD: for his name alone is excellent; his glory is above the earth and heaven.
Psalm 148:14	He also exalts the horn of his people, the praise of all his saints; even of the children of Israel, a people near to him. Praise you the LORD.
Psalm 149:1	Praise you the LORD. Sing to the LORD a new song, and his praise in the congregation of saints.
Psalm 149:2	Let Israel rejoice in him that made him: let the children of Zion be joyful in their King.
Psalm 149:3	Let them praise his name in the dance: let them sing praises to him with the tambourine and harp.
Psalm 149:4	For the LORD takes pleasure in his people: he will beautify the meek with salvation.
Psalm 149:5	Let the saints be joyful in glory: let them sing aloud on their beds.
Psalm 149:6	Let the high praises of God be in their mouth, and a two-edged sword in their hand;
Psalm 149:7	To execute vengeance on the heathen, and punishments on the people;
