1	Then Job answered Yahweh,
Psalm 138:5	Yes, they will sing of the ways of Yahweh; for great is Yahweh’s glory.
Psalm 138:6	For though Yahweh is high, yet he looks after the lowly; but the proud, he knows from afar.
Psalm 138:7	Though I walk in the midst of trouble, you will revive me. You will stretch forth your hand against the wrath of my enemies. Your right hand will save me.
Psalm 138:8	Yahweh will fulfill that which concerns me; your loving kindness, Yahweh, endures forever. Don’t forsake the works of your own hands.
Psalm 139:1	For the Chief Musician. A Psalm by David. Yahweh, you have searched me, and you know me.
Psalm 139:2	You know my sitting down and my rising up. You perceive my thoughts from afar.
Psalm 139:3	You search out my path and my lying down, and are acquainted with all my ways.
Psalm 139:4	For there is not a word on my tongue, but, behold, Yahweh, you know it altogether.
Psalm 139:5	You hem me in behind and before. You laid your hand on me.
Psalm 139:6	This knowledge is beyond me. It’s lofty. I can’t attain it.
Psalm 139:7	Where could I go from your Spirit? Or where could I flee from your presence?
Psalm 139:8	If I ascend up into heaven, you are there. If I make my bed in Sheol, behold, you are there!
Psalm 139:9	If I take the wings of the dawn, and settle in the uttermost parts of the sea;
Psalm 139:10	Even there your hand will lead me, and your right hand will hold me.
Psalm 139:11	If I say, “Surely the darkness will overwhelm me; the light around me will be night;”
Psalm 139:12	even the darkness doesn’t hide from you, but the night shines as the day. The darkness is like light to you.
Psalm 139:13	For you formed my inmost being. You knit me together in my mother’s womb.
Psalm 139:14	I will give thanks to you, for I am fearfully and wonderfully made. Your works are wonderful. My soul knows that very well.
Psalm 139:15	My frame wasn’t hidden from you, when I was made in secret, woven together in the depths of the earth.
Psalm 139:16	Your eyes saw my body. In your book they were all written, the days that were ordained for me, when as yet there were none of them.
Psalm 139:17	How precious to me are your thoughts, God! How vast is their sum!
Psalm 139:18	If I would count them, they are more in number than the sand. When I wake up, I am still with you.
Psalm 139:19	If only you, God, would kill the wicked. Get away from me, you bloodthirsty men!
Psalm 139:20	For they speak against you wickedly. Your enemies take your name in vain.
Psalm 139:21	Yahweh, don’t I hate those who hate you? Am I not grieved with those who rise up against you?
Psalm 139:22	I hate them with perfect hatred. They have become my enemies.
Psalm 139:23	Search me, God, and know my heart. Try me, and know my thoughts.
Psalm 139:24	See if there is any wicked way in me, and lead me in the everlasting way.
Psalm 140:1	For the Chief Musician. A Psalm by David. Deliver me, Yahweh, from the evil man. Preserve me from the violent man;
Psalm 140:2	those who devise mischief in their hearts. They continually gather themselves together for war.
Psalm 140:3	They have sharpened their tongues like a serpent. Viper’s poison is under their lips. Selah.
Psalm 140:4	Yahweh, keep me from the hands of the wicked. Preserve me from the violent men who have determined to trip my feet.
Psalm 140:5	The proud have hidden a snare for me, they have spread the cords of a net by the path. They have set traps for me. Selah.
Psalm 140:6	I said to Yahweh, “You are my God.” Listen to the cry of my petitions, Yahweh.
Psalm 140:7	Yahweh, the Lord, the strength of my salvation, you have covered my head in the day of battle.
Psalm 140:8	Yahweh, don’t grant the desires of the wicked. Don’t let their evil plans succeed, or they will become proud. Selah.
Psalm 140:9	As for the head of those who surround me, let the mischief of their own lips cover them.
Psalm 140:10	Let burning coals fall on them. Let them be thrown into the fire, into miry pits, from where they never rise.
Psalm 140:11	An evil speaker won’t be established in the earth. Evil will hunt the violent man to overthrow him.
Psalm 140:12	I know that Yahweh will maintain the cause of the afflicted, and justice for the needy.
Psalm 140:13	Surely the righteous will give thanks to your name. The upright will dwell in your presence.
Psalm 141:1	A Psalm by David. Yahweh, I have called on you. Come to me quickly! Listen to my voice when I call to you.
Psalm 141:2	Let my prayer be set before you like incense; the lifting up of my hands like the evening sacrifice.
Psalm 141:3	Set a watch, Yahweh, before my mouth. Keep the door of my lips.
Psalm 141:4	Don’t incline my heart to any evil thing, to practice deeds of wickedness with men who work iniquity. Don’t let me eat of their delicacies.
Psalm 141:5	Let the righteous strike me, it is kindness; let him reprove me, it is like oil on the head; don’t let my head refuse it; Yet my prayer is always against evil deeds.
Psalm 141:6	Their judges are thrown down by the sides of the rock. They will hear my words, for they are well spoken.
Psalm 141:7	“As when one plows and breaks up the earth, our bones are scattered at the mouth of Sheol.”
Psalm 141:8	For my eyes are on you, Yahweh, the Lord. In you, I take refuge. Don’t leave my soul destitute.
Psalm 141:9	Keep me from the snare which they have laid for me, from the traps of the workers of iniquity.
Psalm 141:10	Let the wicked fall together into their own nets, while I pass by.
Psalm 142:1	A contemplation by David, when he was in the cave. A Prayer. I cry with my voice to Yahweh. With my voice, I ask Yahweh for mercy.
Psalm 142:2	I pour out my complaint before him. I tell him my troubles.
Psalm 142:3	When my spirit was overwhelmed within me, you knew my path. In the way in which I walk, they have hidden a snare for me.
Psalm 142:4	Look on my right, and see; for there is no one who is concerned for me. Refuge has fled from me. No one cares for my soul.
Psalm 142:5	I cried to you, Yahweh. I said, “You are my refuge, my portion in the land of the living.”
Psalm 142:6	Listen to my cry, for I am in desperate need. deliver me from my persecutors, For they are stronger than me.
Psalm 142:7	Bring my soul out of prison, that I may give thanks to your name. The righteous will surround me, for you will be good to me.
Psalm 143:1	A Psalm by David. Hear my prayer, Yahweh. Listen to my petitions. In your faithfulness and righteousness, relieve me.
Psalm 143:2	Don’t enter into judgment with your servant, for in your sight no man living is righteous.
Psalm 143:3	For the enemy pursues my soul. He has struck my life down to the ground. He has made me live in dark places, as those who have been long dead.
Psalm 143:4	Therefore my spirit is overwhelmed within me. My heart within me is desolate.
Psalm 143:5	I remember the days of old. I meditate on all your doings. I contemplate the work of your hands.
Psalm 143:6	I spread forth my hands to you. My soul thirsts for you, like a parched land. Selah.
Psalm 143:7	Hurry to answer me, Yahweh. My spirit fails. Don’t hide your face from me, so that I don’t become like those who go down into the pit.
Psalm 143:8	Cause me to hear your loving kindness in the morning, for I trust in you. Cause me to know the way in which I should walk, for I lift up my soul to you.
Psalm 143:9	Deliver me, Yahweh, from my enemies. I flee to you to hide me.
Psalm 143:10	Teach me to do your will, for you are my God. Your Spirit is good. Lead me in the land of uprightness.
Psalm 143:11	Revive me, Yahweh, for your name’s sake. In your righteousness, bring my soul out of trouble.
Psalm 143:12	In your loving kindness, cut off my enemies, and destroy all those who afflict my soul, For I am your servant.
Psalm 144:1	By David. Blessed be Yahweh, my rock, who teaches my hands to war, and my fingers to battle:
Psalm 144:2	my loving kindness, my fortress, my high tower, my deliverer, my shield, and he in whom I take refuge; who subdues my people under me.
Psalm 144:3	Yahweh, what is man, that you care for him? Or the son of man, that you think of him?
Psalm 144:4	Man is like a breath. His days are like a shadow that passes away.
Psalm 144:5	Part your heavens, Yahweh, and come down. Touch the mountains, and they will smoke.
Psalm 144:6	Throw out lightning, and scatter them. Send out your arrows, and rout them.
Psalm 144:7	Stretch out your hand from above, rescue me, and deliver me out of great waters, out of the hands of foreigners;
Psalm 144:8	whose mouths speak deceit, Whose right hand is a right hand of falsehood.
Psalm 144:9	I will sing a new song to you, God. On a ten-stringed lyre, I will sing praises to you.
Psalm 144:10	You are he who gives salvation to kings, who rescues David, his servant, from the deadly sword.
Psalm 144:11	Rescue me, and deliver me out of the hands of foreigners, whose mouths speak deceit, whose right hand is a right hand of falsehood.
Psalm 144:12	Then our sons will be like well-nurtured plants, our daughters like pillars carved to adorn a palace.
Psalm 144:13	Our barns are full, filled with all kinds of provision. Our sheep bring forth thousands and ten thousands in our fields.
Psalm 144:14	Our oxen will pull heavy loads. There is no breaking in, and no going away, and no outcry in our streets.
Psalm 144:15	Happy are the people who are in such a situation. Happy are the people whose God is Yahweh.
Psalm 145:1	A praise psalm by David. I will exalt you, my God, the King. I will praise your name forever and ever.
Psalm 145:2	Every day I will praise you. I will extol your name forever and ever.
Psalm 145:3	Great is Yahweh, and greatly to be praised! His greatness is unsearchable.
Psalm 145:4	One generation will commend your works to another, and will declare your mighty acts.
Psalm 145:5	Of the glorious majesty of your honor, of your wondrous works, I will meditate.
Psalm 145:6	Men will speak of the might of your awesome acts. I will declare your greatness.
Psalm 145:7	They will utter the memory of your great goodness, and will sing of your righteousness.
Psalm 145:8	Yahweh is gracious, merciful, slow to anger, and of great loving kindness.
Psalm 145:9	Yahweh is good to all. His tender mercies are over all his works.
Psalm 145:10	All your works will give thanks to you, Yahweh. Your saints will extol you.
